NZZ_ID;Token_ID;not_of_interest;non-psych;X-STM_V_Y-EXP;X-STM_V;sein_V-PII;werden_V-PII;X_lassen_refl_V;X_V_refl;refl_V-PII_zeigen;NoAux_V-PII;Acc/Dat-EXP_V;wirken/scheinen_V-PII;X-CAUS_V_Y-EXP_PP;Nom-EXP_V;EXP_V_refl_Gen-STM;sein_zu-Inf;tough;Stimulus_Type;Stimulus_PP;Control;Other_stimulus_adjunct;Comment;Misc;Misc 2
NZZ_1993_08_16_a126_seg8_s9;12;;;;;;;x;;;;;;;;;;;;;;;;;
NZZ_1993_08_16_a39_seg3_s5;26;;;x;;;;;;;;;;;;;;;propositional;;;;;;
NZZ_1993_08_16_a7_seg8_s6;29;;x;x;;;;;;;;;;;;;;;anim;;x;;;;
NZZ_1993_08_17_a21_seg11_s7;15;;x;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_19_a77_seg5_s1;14;;x;;;;;;;;x;;;;;;;;;;;;;bleiben;
NZZ_1993_08_21_a15_seg8_s9;35;;x;x;;;;;;;;;;;;;;;inanim;;x;;metaphoric_STM;vermögen;
NZZ_1993_08_21_a165_seg7_s5;30;;x;x;;;;;;;;;;;;;;;inanim;;;;STM_coordination;;
NZZ_1993_08_21_a49_seg8_s5;19;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_21_a67_seg9_s9;23;;;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_24_a106_seg3_s15;35;;x;x;;;;;;;;;;;;;;;anim_proxy;;;;;instrumental;
NZZ_1993_08_25_a127_seg8_s5;16;;x;;;;x;;;;;;;;;;;;;durch;;;;;
NZZ_1993_08_25_a45_seg12_s10;21;;x;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_08_25_a95_seg8_s3;27;;x;;;;x;;;;;;;;;;;;;durch;;;pronominal_adverb;;
NZZ_1993_08_26_a24_seg6_s3;32;;x;x;;;;;;;;;;;;;;;propositional;;;;collocation;;
NZZ_1993_08_26_a7_seg8_s4;28;;x;x;;;;;;;;;;;;;;;anim;;;;;;
NZZ_1993_08_28_a134_seg2_s127;11;;;x;;;;;;;;;;;;;;;inanim;;;;EXP-related_object, idiomatic;;
NZZ_1993_08_28_a38_seg2_s31;7;;;;x;;;;;;;;;;;;;;anim;;;;ambiguous;;
NZZ_1993_08_30_a4_seg10_s3;11;;;x;;;;;;;;;;;;;;;propositional;;;;non-phoric_es, ungrammatical;;
NZZ_1993_12_01_a17_seg4_s3;27;;x;x;;;;;;;;;;;;;;;anim_proxy;;;;;;
NZZ_1993_12_01_a44_seg2_s23;3;;;x;;;;;;;;;;;;;;;propositional;;;;non-phoric_es;;
NZZ_1993_12_01_a89_seg3_s21;39;;;x;;;;;;;;;;;;;;;anim;;x;;metaphoric_EXP, psych_ambiguous;;
NZZ_1993_12_01_a96_seg2_s3;5;;;x;;;;;;;;;;;;;;;inanim;;;;PCN-C;;
NZZ_1993_12_01_a96_seg6_s1;12;;;x;;;;;;;;;;;;;;;propositional;;;;;;
NZZ_1993_12_02_a165_seg5_s3;29;;;;;;;;x;;;;;;;;;;;an;;;;;
NZZ_1993_12_03_a1_seg6_s9;12;x;;;;;;;;;;;;;;;;;;;;;duplicate;;
NZZ_1993_12_03_a1_seg6_s9;16;;x;x;;;;;;;;;;;;;;;anim;;;;collocation;;vermögen
NZZ_1993_12_03_a115_seg2_s15;8;;x;;;x;;;;;;;;;;;;;;;;;;;
NZZ_1993_12_04_a62_seg4_s5;31;;x;x;;;;;;;;;;;;;;;anim;;;;;;
NZZ_1993_12_04_a62_seg8_s22;6;;;;x;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_12_06_a21_seg8_s6;33;;;;;;x;;;;;;;;;;;;;durch;;;psych_ambiguous;;
NZZ_1993_12_07_a104_seg1_s49;2;;;x;;;;;;;;;;;;;;;propositional;;;;non-phoric_es;;
NZZ_1993_12_08_a189_seg7_s19;26;;x;;;;x;;;;;;;;;;;;;durch;;;;;
NZZ_1993_12_08_a28_seg3_s6;4;x;;;;;;;;;;;;;;;;;;;;;fragment;;
NZZ_1993_12_08_a48_seg2_s37;27;;x;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_12_09_a163_seg6_s3;17;;x;x;;;;;;;;;;;;;;;ambiguous;;;;;;
NZZ_1993_12_09_a26_seg21_s1;7;;;;;;;;x;;;;;;;;;;;an;;;;;
NZZ_1993_12_11_a117_seg2_s4;15;;x;;;x;;;;;;;;;;;;;;;;;;;
NZZ_1993_12_11_a129_seg2_s13;2;;;x;;;;;;;;;;;;;;;ambiguous;;;;;;
NZZ_1993_12_11_a40_seg3_s12;31;;;x;;;;;;;;;;;;;;;anim;;x;;;;adjunct control
NZZ_1993_12_11_a47_seg12_s5;19;;x;;;x;;;;;;;;;;;;;;;;;;;
NZZ_1993_12_11_a62_seg5_s14;25;;;x;;;;;;;;;;;;;;;inanim;;;;EXP-related_object, EXP_coordination;EXP psych noun;
NZZ_1993_12_11_a67_seg8_s4;8;;x;;;;x;;;;;;;;;;;;;durch;;;;;
NZZ_1993_12_11_a71_seg8_s5;12;;;x;;;;;;;;;;;;;;;propositional;;;;non-phoric_es;;
NZZ_1993_12_13_a130_seg4_s3;8;;;x;;;;;;;;;;;;;;;inanim;;;;PA+A;;
NZZ_1993_12_13_a23_seg2_s3;17;;x;x;;;;;;;;;;;;;;;anim;;x;;;;
NZZ_1993_12_13_a29_seg5_s3;2;;;x;;;;;;;;;;;;;;;ambiguous;;;;;;
NZZ_1993_12_14_a104_seg2_s4;4;;;x;;;;;;;;;;;;;;;ambiguous;;;;EXP_anim_proxy, polysemous;;psych?
NZZ_1993_12_14_a147_seg4_s7;25;;x;;;;x;;;;;;;;;;;;;;;;;;
NZZ_1993_12_14_a193_seg2_s11;28;;;;;;;x;;;;;;;;;;;;von;;;;;inanim von-PP
NZZ_1993_12_15_a54_seg6_s1;22;;x;;;x;;;;;;;;;;;;;;;;;;;
NZZ_1993_12_16_a35_seg3_s6;4;x;;;;;;;;;;;;;;;;;;;;;fragment;;
NZZ_1993_12_16_a39_seg3_s15;2;x;;;;;;;;;;;;;;;;;;;;;fragment;;
NZZ_1993_12_17_a192_seg8_s5;35;;x;;;x;;;;;;;;;;;;;;durch;;;;;
NZZ_1993_12_17_a36_seg2_s3;3;;;;;;x;;;;;;;;;;;;;von;;;ambiguous;;probably impersonal passive, personal passive also possible
NZZ_1993_12_17_a75_seg8_s13;1;x;;;;;;;;;;;;;;;;;;;;;fragment;;
NZZ_1993_12_18_a62_seg4_s1;13;;;;;;;;x;;;;;;;;;;;an;;;;;generic EXP
NZZ_1993_12_18_a93_seg3_s7;21;;;x;;;;;;;;;;;;;;;propositional;;;;;;
NZZ_1993_12_20_a38_seg11_s16;31;;x;x;;;;;;;;;;;;;;;anim;;;;;;
NZZ_1993_12_20_a68_seg3_s12;18;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_12_20_a68_seg3_s5;16;;x;x;;;;;;;;;;;;;;;anim;;;;;;
NZZ_1993_12_21_a159_seg8_s36;16;;;;;;;;x;;;;;;;;;;;an;;;;;generic EXP
NZZ_1993_12_22_a100_seg3_s5;14;;x;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_12_23_a54_seg8_s1;9;;x;x;;;;;;;;;;;;;;;anim;;;;;;
NZZ_1993_12_24_a194_seg15_s6;27;;;;;;x;;;;;;;;;;;;;;;;;;
NZZ_1993_12_28_a28_seg2_s4;10;;;;;;x;;;;;;;;;;;;;;;;ambiguous, non-phoric_es;;probably impersonal passive. Personal passive reading also possible.
NZZ_1993_12_28_a29_seg2_s1;9;;x;x;;;;;;;;;;;;;;;anim;;;;psych_ambiguous;;
NZZ_1993_12_28_a30_seg2_s2;27;;x;x;;;;;;;;;;;;;;;anim;;x;;psych_ambiguous;;
NZZ_1993_12_28_a65_seg6_s3;8;;;x;;;;;;;;;;;;;;;inanim;;;;;;
NZZ_1993_12_30_a139_seg13_s13;16;;;;;;x;;;;;;;;;;;;;von;;;;;
NZZ_1993_12_30_a34_seg2_s10;45;;;;;;;x;;;;;;;;;;;;von;x;;;;inanim von-PP, adjunct control
